"url","0.4625536201255683"
"time","0.38677545072632435"
"placement","0.36628303734350864"
"component","0.34592495853420835"
"components","0.27278638935027066"
"assembly","0.18666356020330793"
"turret","0.16361916894743103"
"machine","0.14072434475634857"
"solution","0.13678771916736718"
"atma","0.13604613328312223"
"pcb","0.13440888452681934"
"values","0.12765440193582553"
"documents","0.125"
"feeder","0.12381275272343666"
"cost","0.11936034311737449"
"jobs","0.1111111111111111"
"iatma","0.10840676621426346"
"board","0.1081073193405577"
"g1","0.10456062291434928"
"casting","0.10444444444444445"
"aluminium","0.09333333333333334"
"set","0.09249593491564849"
"total","0.09177763203018321"
"tsp","0.09076654312643542"
"sequence","0.08943490450700799"
"placed","0.08858803792501806"
"improvement","0.08647837228480741"
"type","0.08376306186350674"
"types","0.07924765697554037"
"using","0.07792405465898959"
"cls","0.07777777777777778"
"table","0.07251219920649937"
"processing","0.07111111111111111"
"example","0.07076899858716798"
"heads","0.06884151622338984"
"duman","0.06808472875163049"
"results","0.06786791728815991"
"words","0.06688505261675994"
"scheduling","0.06491537415560904"
"phase","0.06444444444444444"
"cf","0.06430155210643015"
"afpp","0.06409202958093672"
"sequencing","0.06382931729442538"
"machines","0.06348947307988428"
"algorithms","0.06312252859434046"
"heuristics","0.06258834840652183"
"following","0.061343624896260295"
"cl","0.06"
"travel","0.05911569277752113"
"speed","0.05856056112078112"
